location_slug,location_name,threat_types,interval_count,total_duration_hours,geocode_status,query,latitude,longitude,osm_type,osm_id,place_class,place_type,importance,display_name,boundingbox,source
Циркунівська_територіальна_громада,Циркунівська територіальна громада,air_raid;artillery_shelling,4,7.244,ok,"Циркунівська, Україна",50.1060169,36.4588403,relation,12079096,,administrative,0.31017616620231897,"Циркунівська сільська громада, Харківський район, Харківська область, Україна",50.0527910;50.1590312;36.2876595;36.5665984,OpenStreetMap Nominatim
м_Фастів_та_Фастівська_територіальна_громада,м. Фастів та Фастівська територіальна громада,air_raid,5,6.809,ok,"Фастів, Україна",50.0799307,29.9162821,relation,2533207,,town,0.5119277148736227,"Фастів, Фастівська міська громада, Фастівський район, Київська область, Україна",50.0404009;50.1082642;29.8439500;29.9849223,OpenStreetMap Nominatim
Миронівська_територіальна_громада,Миронівська територіальна громада,air_raid,5,6.792,ok,"Миронівська територіальна громада, Україна",50.0632647,31.3451350,way,227021934,,residential,0.05337333409628439,"Миронівська вулиця, Стовп’яги, Дівичківська сільська громада, Бориспільський район, Київська область, 08436, Україна",50.0632302;50.0632993;31.3434447;31.3468252,OpenStreetMap Nominatim
Торецька_територіальна_громада,Торецька територіальна громада,air_raid,14,6.566,ok,"Торецька територіальна громада, Україна",48.3349460,37.3304056,way,204405973,,residential,0.05338838254367891,"Торецька вулиця, Новоекономічне, Гродівська селищна громада, Покровський район, Донецька область, 85342, Україна",48.3272888;48.3420439;37.3239242;37.3362261,OpenStreetMap Nominatim
Авдіївська_територіальна_громада,Авдіївська територіальна громада,air_raid;artillery_shelling,13,6.348,ok,"Авдіївська, Україна",48.1438599,37.7449820,relation,13308855,,administrative,0.43014693072468363,"Авдіївська міська громада, Покровський район, Донецька область, Україна",48.0920907;48.1805275;37.6852875;37.8078926,OpenStreetMap Nominatim
Святогірська_територіальна_громада,Святогірська територіальна громада,air_raid,10,6.182,ok,"Святогірська, Україна",48.9669208,37.4632834,relation,13631396,,administrative,0.42780606201167765,"Святогірська міська громада, Краматорський район, Донецька область, Україна",48.8719140;49.0618144;37.2946250;37.6970164,OpenStreetMap Nominatim
м_Первомайськ_та_Первомайська_територіальна_громада,м. Первомайськ та Первомайська територіальна громада,air_raid,6,6.073,ok,"Первомайськ, Україна",48.0457450,30.8475997,relation,2318311,,town,0.4815572625868757,"Первомайськ, Первомайська міська громада, Первомайський район, Миколаївська область, 55200, Україна",47.9776067;48.0939833;30.7812611;30.9083886,OpenStreetMap Nominatim
м_Миргород_та_Миргородська_територіальна_громада,м. Миргород та Миргородська територіальна громада,air_raid,8,6.060,ok,"Миргород, Україна",49.9658333,33.6113889,relation,18281346,,town,0.49850362457647096,"Миргород, Миргородська міська громада, Миргородський район, Полтавська область, 37600, Україна",49.9151624;49.9985444;33.5537072;33.6646411,OpenStreetMap Nominatim
м_Баштанка_та_Баштанська_територіальна_громада,м. Баштанка та Баштанська територіальна громада,air_raid,4,5.506,ok,"Баштанка, Україна",47.4033486,32.4388921,relation,18281345,,town,0.4779790681261021,"Баштанка, Баштанська міська громада, Баштанський район, Миколаївська область, 56101, Україна",47.3842880;47.4265435;32.4052111;32.4755186,OpenStreetMap Nominatim
Преображенська_територіальна_громада,Преображенська територіальна громада,artillery_shelling,5,5.396,ok,"Преображенська територіальна громада, Україна",47.1176925,37.6467819,way,422828290,,residential,0.053398552681773064,"Преображенська вулиця, 3 дільниця, Маріуполь, Лівобережний район, Маріупольська міська громада, Маріупольський район, Донецька область, 87545, Україна",47.1165505;47.1188357;37.6466155;37.6469404,OpenStreetMap Nominatim
м_Шостка_та_Шосткинська_територіальна_громада,м. Шостка та Шосткинська територіальна громада,air_raid,2,5.292,ok,"Шостка, Україна",51.8643550,33.4728542,relation,2776723,,town,0.49015530018728204,"Шостка, Шосткинська міська громада, Шосткинський район, Сумська область, 41100, Україна",51.8335061;51.9195960;33.4169877;33.5484022,OpenStreetMap Nominatim
Бородянська_територіальна_громада,Бородянська територіальна громада,air_raid,2,4.428,ok,"Бородянська, Україна",50.6741393,29.8829013,relation,12496545,,administrative,0.37694663196902717,"Бородянська селищна громада, Бучанський район, Київська область, Україна",50.5538219;50.7945430;29.6410140;30.0610847,OpenStreetMap Nominatim
Марїнська_територіальна_громада,Мар'їнська територіальна громада,air_raid,3,4.396,ok,"Мар'їнська територіальна громада, Україна",48.0731274,37.3817978,way,330830660,,hotel,5.335545891503803e-05,"Профілакторій ""Україна"", С051136, Лісівка, Мар'їнська міська громада, Покровський район, Донецька область, 85488, Україна",48.0722937;48.0739799;37.3797270;37.3843282,OpenStreetMap Nominatim
Узинська_територіальна_громада,Узинська територіальна громада,air_raid,3,4.085,ok,"Узинська, Україна",49.8615202,30.4283578,relation,12724708,,administrative,0.3618648643770844,"Узинська міська громада, Білоцерківський район, Київська область, Україна",49.7312242;49.9921153;30.2367058;30.5874851,OpenStreetMap Nominatim
Жашківська_територіальна_громада,Жашківська територіальна громада,air_raid,3,3.441,ok,"Жашківська, Україна",49.1517648,30.0281628,relation,12220122,,administrative,0.3453315576369598,"Жашківська міська громада, Уманський район, Черкаська область, Україна",48.9689583;49.3349767;29.8205849;30.3040139,OpenStreetMap Nominatim
м_Дніпро_та_Дніпровська_територіальна_громада,м. Дніпро та Дніпровська територіальна громада,air_raid,5,3.136,ok,"Дніпро, Україна",48.4680221,35.0417711,relation,1017311,,city,0.656021262640693,"Дніпро, Дніпровська міська громада, Дніпровський район, Дніпропетровська область, 49000, Україна",48.3558547;48.5763901;34.7489459;35.2421952,OpenStreetMap Nominatim
м_Очаків_та_Очаківська_територіальна_громада,м. Очаків та Очаківська територіальна громада,air_raid,3,3.036,ok,"Очаків, Україна",46.6145957,31.5452994,relation,3132597,,town,0.5290166575433596,"Очаків, Очаківська міська громада, Миколаївський район, Миколаївська область, 57500, Україна",46.5999230;46.6442199;31.5021692;31.5899115,OpenStreetMap Nominatim
м_Обухів_та_Обухівська_територіальна_громада,м. Обухів та Обухівська територіальна громада,air_raid,3,3.023,ok,"Обухів, Україна",50.1101633,30.6269696,relation,2190496,,town,0.47334347766189616,"Обухів, Обухівська міська громада, Обухівський район, Київська область, Україна",50.0804194;50.1616146;30.5879748;30.7062614,OpenStreetMap Nominatim
Костянтинівська_територіальна_громада,Костянтинівська територіальна громада,air_raid,5,2.911,ok,"Костянтинівська територіальна громада, Україна",47.8600776,37.3948188,relation,3933352,,historic,0.19938740066310082,"Костянтинівська сільська рада, Костянтинівка, Мар'їнська міська громада, Покровський район, Донецька область, 85653, Україна",47.8059878;47.9149096;37.3533310;37.4568877,OpenStreetMap Nominatim
Широківська_територіальна_громада,Широківська територіальна громада,air_raid,2,2.559,ok,"Широківська, Україна",48.8749983,39.7477201,relation,13640265,,administrative,0.35323154899007886,"Широківська сільська громада, Щастинський район, Луганська область, Україна",48.7458347;49.0041842;39.4939136;40.0798362,OpenStreetMap Nominatim
Радомишльська_територіальна_громада,Радомишльська територіальна громада,air_raid,1,2.495,ok,"Радомишльська територіальна громада, Україна",50.5057911,29.2437918,relation,7707618,,administrative,0.2861574737770128,"Радомишльська міська громада, Житомирський район, Житомирська область, Україна",50.3190425;50.6920745;28.9767427;29.5108425,OpenStreetMap Nominatim
Дружківська_територіальна_громада,Дружківська територіальна громада,air_raid,5,2.319,ok,"Дружківська, Україна",48.5618350,37.4931046,relation,13631377,,administrative,0.4283755485057516,"Дружківська міська громада, Краматорський район, Донецька область, Україна",48.4667537;48.6647802;37.3271785;37.6693159,OpenStreetMap Nominatim
Єланецька_територіальна_громада,Єланецька територіальна громада,air_raid,2,2.247,ok,"Єланецька, Україна",47.6732152,31.8873090,relation,11821400,,administrative,0.2753675655596695,"Єланецька селищна громада, Вознесенський район, Миколаївська область, Україна",47.5327620;47.8173152;31.5751653;32.2233590,OpenStreetMap Nominatim
Братська_територіальна_громада,Братська територіальна громада,air_raid,1,2.240,ok,"Братська територіальна громада, Україна",50.7542154,29.5990461,node,8208596285,,memorial,0.3508056963223209,"Братська могила жителів села Раска, С-100512, Раска, Пісківська селищна громада, Бучанський район, Київська область, 07800, Україна",50.7541654;50.7542654;29.5989961;29.5990961,OpenStreetMap Nominatim
Бузька_територіальна_громада,Бузька територіальна громада,air_raid,1,2.237,ok,"Бузька, Україна",50.1047440,24.3452815,relation,4245558,,administrative,0.5243849343761399,"Кам’янка-Бузька, Кам'янка-Бузька міська громада, Львівська область, 80400, Україна",50.0708391;50.1219869;24.3240138;24.3795819,OpenStreetMap Nominatim
Веселинівська_територіальна_громада,Веселинівська територіальна громада,air_raid,1,2.235,ok,"Веселинівська територіальна громада, Україна",50.2360621,31.2596569,relation,14549840,,historic,0.22274623325780465,"Веселинівська сільська рада, Веселинівка, Баришівська селищна громада, Броварський район, Київська область, 07560, Україна",50.1888521;50.2848954;31.1854219;31.3434607,OpenStreetMap Nominatim
Прибузька_територіальна_громада,Прибузька територіальна громада,air_raid,1,2.216,ok,"Прибузька, Україна",47.7336960,31.1455085,relation,11831722,,administrative,0.27236747457604304,"Прибузька сільська громада, Вознесенський район, Миколаївська область, Україна",47.5742958;47.8924305;30.9833958;31.2710381,OpenStreetMap Nominatim
Прибужанівська_територіальна_громада,Прибужанівська територіальна громада,air_raid,1,2.205,ok,"Прибужанівська, Україна",47.4668643,31.2441767,relation,11832158,,administrative,0.27438272693865795,"Прибужанівська сільська громада, Вознесенський район, Миколаївська область, Україна",47.3686394;47.5650726;31.0503306;31.5222480,OpenStreetMap Nominatim
Олександрівська_територіальна_громада,Олександрівська територіальна громада,air_raid,1,2.204,ok,"Олександрівська територіальна громада, Україна",47.1363470,37.5041481,way,690537025,,service,0.040065219348439755,"Олександрівська вулиця, Іллічівець, Маріуполь, Центральний район, Маріупольська міська громада, Маріупольський район, Донецька область, 87512, Україна",47.1359658;47.1367281;37.5013429;37.5069532,OpenStreetMap Nominatim
Березнегуватська_територіальна_громада,Березнегуватська територіальна громада,air_raid,1,2.196,ok,"Березнегуватська, Україна",47.3496329,32.9026979,relation,11844029,,administrative,0.30289193994832775,"Березнегуватська селищна громада, Баштанський район, Миколаївська область, Україна",47.1390947;47.5604603;32.6237743;33.1836885,OpenStreetMap Nominatim
Доманівська_територіальна_громада,Доманівська територіальна громада,air_raid,1,2.187,ok,"Доманівська, Україна",47.7044491,30.9344930,relation,11832014,,administrative,0.27236747457604304,"Доманівська селищна громада, Вознесенський район, Миколаївська область, Україна",47.5328457;47.8755026;30.7408757;31.1261508,OpenStreetMap Nominatim
Дорошівська_територіальна_громада,Дорошівська територіальна громада,air_raid,1,2.185,ok,"Дорошівська, Україна",47.4816047,31.5883447,relation,11834991,,administrative,0.27236747457604304,"Дорошівська сільська громада, Вознесенський район, Миколаївська область, Україна",47.3796416;47.5836525;31.4253485;31.8014793,OpenStreetMap Nominatim
Новобузька_територіальна_громада,Новобузька територіальна громада,air_raid,1,2.185,ok,"Новобузька, Україна",47.7024440,32.5678849,relation,11843778,,administrative,0.27236747457604304,"Новобузька міська громада, Баштанський район, Миколаївська область, Україна",47.5913458;47.8133921;32.3454880;32.7683232,OpenStreetMap Nominatim
Мостівська_територіальна_громада,Мостівська територіальна громада,air_raid,1,2.181,ok,"Мостівська, Україна",47.4774132,30.9821322,relation,11825909,,administrative,0.27236747457604304,"Мостівська сільська громада, Вознесенський район, Миколаївська область, Україна",47.3590065;47.5965344;30.8478441;31.2824520,OpenStreetMap Nominatim
Новомарївська_територіальна_громада,Новомар'ївська територіальна громада,air_raid,1,2.179,ok,"Новомар'ївська, Україна",48.0295254,31.5660441,relation,11822584,,administrative,0.2733828520337679,"Новомар'ївська сільська громада, Вознесенський район, Миколаївська область, Україна",47.9240939;48.1348427;31.3978286;31.7830732,OpenStreetMap Nominatim
Вільнозапорізька_територіальна_громада,Вільнозапорізька територіальна громада,air_raid,1,2.171,ok,"Вільнозапорізька, Україна",47.5647661,32.6293057,relation,11843779,,administrative,0.2733828520337679,"Вільнозапорізька сільська громада, Баштанський район, Миколаївська область, Україна",47.4367731;47.6931074;32.3743648;32.8307009,OpenStreetMap Nominatim
Володимирівська_територіальна_громада,Володимирівська територіальна громада,air_raid,1,2.166,ok,"Володимирівська територіальна громада, Україна",47.7351155,37.3696757,relation,3943357,,historic,0.04539457909600718,"Володимирівська селищна рада, Володимирівка, Ольгинська селищна громада, Волноваський район, Донецька область, Україна",47.6915587;47.7792183;37.3270855;37.4219685,OpenStreetMap Nominatim
Горохівська_територіальна_громада,Горохівська територіальна громада,air_raid,1,2.163,ok,"Горохівська, Україна",50.5352590,24.7680849,relation,12212073,,administrative,0.3678453393566702,"Горохівська міська громада, Луцький район, Волинська область, Україна",50.3895372;50.6808219;24.5402638;25.0302867,OpenStreetMap Nominatim
Інгульська_територіальна_громада,Інгульська територіальна громада,air_raid,1,2.161,ok,"Інгульська, Україна",47.2296467,32.3422267,relation,11848781,,administrative,0.27236747457604304,"Інгульська сільська громада, Баштанський район, Миколаївська область, Україна",47.1335223;47.3248830;32.0872431;32.5891298,OpenStreetMap Nominatim
Казанківська_територіальна_громада,Казанківська територіальна громада,air_raid,1,2.159,ok,"Казанківська, Україна",47.8161294,32.8421531,relation,11844027,,administrative,0.29960026554141705,"Казанківська селищна громада, Баштанський район, Миколаївська область, Україна",47.5837575;48.0484699;32.6237597;33.0861701,OpenStreetMap Nominatim
Березанська_територіальна_громада,Березанська територіальна громада,air_raid,1,2.157,ok,"Березанська територіальна громада, Україна",50.3239806,31.5095262,way,834246532,,industrial,0.08005462653543904,"НК Альянс Ойл Україна, 37, Березань, Березанська міська громада, Броварський район, Київська область, 07541, Україна",50.3228425;50.3250422;31.5073825;31.5113829,OpenStreetMap Nominatim
Привільненська_територіальна_громада,Привільненська територіальна громада,air_raid,1,2.155,ok,"Привільненська територіальна громада, Україна",47.3878505,37.5111238,relation,3943313,,historic,0.09078915819201436,"Привільненська сільська рада, Привільне, Хлібодарівська сільська громада, Волноваський район, Донецька область, 85784, Україна",47.3622966;47.4134730;37.4751494;37.5396172,OpenStreetMap Nominatim
Софіївська_територіальна_громада,Софіївська територіальна громада,air_raid,1,2.152,ok,"Софіївська територіальна громада, Україна",48.4575842,37.1016339,way,173630614,,residential,0.05339029907682914,"Софіївська вулиця, Добропілля, Добропільська міська громада, Покровський район, Донецька область, 85003, Україна",48.4549313;48.4602394;37.1012661;37.1019945,OpenStreetMap Nominatim
м_Снігурівка_та_Снігурівська_територіальна_громада,м. Снігурівка та Снігурівська територіальна громада,air_raid,1,2.151,ok,"Снігурівка, Україна",47.0707210,32.7924643,relation,3465040,,administrative,0.45934507089358295,"Снігурівка, Снігурівська міська громада, Баштанський район, Миколаївська область, 57309, Україна",47.0410099;47.0930353;32.7725259;32.8427806,OpenStreetMap Nominatim
Воскресенська_територіальна_громада,Воскресенська територіальна громада,air_raid,1,2.139,ok,"Воскресенська територіальна громада, Україна",47.0839750,37.7156213,way,338612006,,residential,0.053383334859235486,"Воскресенська вулиця, Приморське, Маріуполь, Маріупольська міська громада, Маріупольський район, Донецька область, 87642, Україна",47.0832458;47.0848649;37.7141683;37.7171092,OpenStreetMap Nominatim
Веснянська_територіальна_громада,Веснянська територіальна громада,air_raid,1,2.132,ok,"Веснянська, Україна",46.9810832,31.8374748,relation,11864307,,administrative,0.2753675655596695,"Веснянська сільська громада, Миколаївський район, Миколаївська область, Україна",46.8453377;47.1169443;31.6244826;31.9444942,OpenStreetMap Nominatim
м_НоваОдеса_та_Новоодеська_територіальна_громада,м. Нова-Одеса та Новоодеська територіальна громада,air_raid,1,2.132,ok,"Нова-Одеса, Україна",47.3109960,31.7739735,relation,8769133,,town,0.45589899638849074,"Нова Одеса, Новоодеська міська громада, Миколаївський район, Миколаївська область, 56600, Україна",47.2566310;47.3313258;31.7452680;31.8080797,OpenStreetMap Nominatim
Галицинівська_територіальна_громада,Галицинівська територіальна громада,air_raid,1,2.128,ok,"Галицинівська, Україна",46.7765355,32.0525507,relation,11857926,,administrative,0.27236747457604304,"Галицинівська сільська громада, Миколаївський район, Миколаївська область, Україна",46.6528850;46.8986979;31.8873170;32.2186855,OpenStreetMap Nominatim
Мигіївська_територіальна_громада,Мигіївська територіальна громада,air_raid,1,2.127,ok,"Мигіївська, Україна",48.0549357,31.0173235,relation,11839576,,administrative,0.27438272693865795,"Мигіївська сільська громада, Первомайський район, Миколаївська область, Україна",47.8774575;48.2322044;30.8690564;31.2233112,OpenStreetMap Nominatim
Врадіївська_територіальна_громада,Врадіївська територіальна громада,air_raid,1,2.124,ok,"Врадіївська, Україна",47.7641351,30.5909355,relation,11837198,,administrative,0.2782362227145218,"Врадіївська селищна громада, Первомайський район, Миколаївська область, Україна",47.6008092;47.9275498;30.3886295;30.7919533,OpenStreetMap Nominatim
Камяномостівська_територіальна_громада,Кам'яномостівська територіальна громада,air_raid,1,2.124,ok,"Кам'яномостівська, Україна",47.9103462,30.8241921,relation,11837423,,administrative,0.2753675655596695,"Кам'яномостівська сільська громада, Первомайський район, Миколаївська область, Україна",47.8185467;48.0020229;30.5939202;31.0489505,OpenStreetMap Nominatim
Степівська_територіальна_громада,Степівська територіальна громада,air_raid,1,2.116,ok,"Степівська, Україна",47.1543068,31.5711614,relation,11864325,,administrative,0.27438272693865795,"Степівська сільська громада, Миколаївський район, Миколаївська область, Україна",47.0053542;47.3019819;31.2730665;31.7768567,OpenStreetMap Nominatim
Синюхинобрідська_територіальна_громада,Синюхинобрідська територіальна громада,air_raid,1,2.115,ok,"Синюхинобрідська, Україна",48.1305969,30.8179344,relation,11839199,,administrative,0.27438272693865795,"Синюхинобрідська сільська громада, Первомайський район, Миколаївська область, Україна",48.0316766;48.2295271;30.5034730;31.0524336,OpenStreetMap Nominatim
Коблівська_територіальна_громада,Коблівська територіальна громада,air_raid,1,2.107,ok,"Коблівська, Україна",46.7301796,31.2753395,relation,11864881,,administrative,0.2861574737770128,"Коблівська сільська громада, Миколаївський район, Миколаївська область, Україна",46.6004193;46.8614927;31.1369140;31.4214915,OpenStreetMap Nominatim
Куцурубська_територіальна_громада,Куцурубська територіальна громада,air_raid,1,2.104,ok,"Куцурубська, Україна",46.6940289,31.7523399,relation,11860715,,administrative,0.27438272693865795,"Куцурубська сільська громада, Миколаївський район, Миколаївська область, Україна",46.6093579;46.7802218;31.5648735;31.9367407,OpenStreetMap Nominatim
МішковоПогорілівська_територіальна_громада,Мішково-Погорілівська територіальна громада,air_raid,1,2.096,ok,"Мішково-Погорілівська, Україна",47.0607093,32.0822991,relation,11859820,,administrative,0.27236747457604304,"Мішково-Погорілівська сільська громада, Миколаївський район, Миколаївська область, Україна",46.9740668;47.1484636;31.9650108;32.1781637,OpenStreetMap Nominatim
Благодатненська_територіальна_громада,Благодатненська територіальна громада,air_raid,1,2.092,ok,"Благодатненська територіальна громада, Україна",47.6891115,37.4187747,relation,3943353,,historic,0.04539457909600718,"Благодатненська селищна рада, Благодатне, Ольгинська селищна громада, Волноваський район, Донецька область, 85725, Україна",47.6280149;47.7487706;37.3864624;37.4935055,OpenStreetMap Nominatim
Сквирська_територіальна_громада,Сквирська територіальна громада,air_raid,2,1.942,ok,"Сквирська, Україна",49.7237803,29.6283891,relation,12568090,,administrative,0.3514206354333152,"Сквирська міська громада, Білоцерківський район, Київська область, Україна",49.5403584;49.9062667;29.4351659;29.8913956,OpenStreetMap Nominatim
м_Охтирка_та_Охтирська_територіальна_громада,м. Охтирка та Охтирська територіальна громада,air_raid,2,1.776,ok,"Охтирка, Україна",50.3115386,34.8868923,relation,3589658,,town,0.5241226221396941,"Охтирка, Охтирська міська громада, Охтирський район, Сумська область, 42700, Україна",50.2715270;50.3541802;34.8507689;34.9667729,OpenStreetMap Nominatim
м_Коростень_та_Коростенська_територіальна_громада,м. Коростень та Коростенська територіальна громада,air_raid,1,1.608,ok,"Коростень, Україна",50.9491068,28.6417552,relation,2296668,,town,0.5244503485991363,"Коростень, Коростенська міська громада, Коростенський район, Житомирська область, Україна",50.9127091;51.0085512;28.5547398;28.6988831,OpenStreetMap Nominatim
Соледарська_територіальна_громада,Соледарська територіальна громада,air_raid,1,1.592,ok,"Соледарська, Україна",48.7077498,38.0581545,relation,13630352,,administrative,0.43586834351610493,"Соледарська міська громада, Бахмутський район, Донецька область, Україна",48.5727082;48.8427742;37.8013372;38.3251351,OpenStreetMap Nominatim
м_Рівне_та_Рівненська_територіальна_громада,м. Рівне та Рівненська територіальна громада,air_raid,2,1.549,ok,"Рівне, Україна",50.6196175,26.2513165,relation,448930,,city,0.6069134316173106,"Рівне, Рівненська міська громада, Рівненський район, Рівненська область, Україна",50.5693221;50.6523081;26.1475993;26.3409096,OpenStreetMap Nominatim
Вишгородська_територіальна_громада,Вишгородська територіальна громада,air_raid,1,1.487,ok,"Вишгородська, Україна",50.5153124,30.4498658,way,499023243,,secondary,0.35699141996923245,"Вишгородська вулиця, Вишгородський масив, Пріорка, Оболонський район, Київ, 04114, Україна",50.5145914;50.5160341;30.4497841;30.4499522,OpenStreetMap Nominatim
м_Переяслав_та_Переяславська_територіальна_громада,м. Переяслав та Переяславська територіальна громада,air_raid,1,1.317,ok,"Переяслав, Україна",50.0643984,31.4447327,relation,3586906,,town,0.5402348396259286,"Переяслав, Переяславська міська громада, Бориспільський район, Київська область, 08400-08403, Україна",50.0291371;50.1000741;31.3962650;31.5020084,OpenStreetMap Nominatim
Українська_територіальна_громада,Українська територіальна громада,air_raid,1,1.316,ok,"Українська територіальна громада, Україна",49.3986163,23.5479681,node,3090549315,,neighbourhood,0.08005000152590216,"Українська Сторона, Рихтичі, Дрогобицька міська громада, Дрогобицький район, Львівська область, 82151, Україна",49.3886163;49.4086163;23.5379681;23.5579681,OpenStreetMap Nominatim
Очеретинська_територіальна_громада,Очеретинська територіальна громада,air_raid,1,1.243,ok,"Очеретинська територіальна громада, Україна",48.2430758,37.6132172,way,583223413,,townhall,5.127565423051831e-05,"Очеретинська селищна військово-цивільна адміністрація, 12, Першотравнева вулиця, Очеретине, Очеретинська селищна громада, Покровський район, Донецька область, 86020, Україна",48.2429991;48.2431523;37.6130988;37.6133356,OpenStreetMap Nominatim
Золочівська_територіальна_громада,Золочівська територіальна громада,artillery_shelling,1,1.201,ok,"Золочівська, Україна",49.8253404,24.8642631,relation,12229121,,administrative,0.40527272285133664,"Золочівська міська громада, Золочівський район, Львівська область, Україна",49.7037279;49.9463984;24.5897162;25.1528208,OpenStreetMap Nominatim
Смілянська_територіальна_громада,Смілянська територіальна громада,air_raid,2,1.186,ok,"Смілянська територіальна громада, Україна",50.5941297,31.8651056,way,385423742,,residential,0.053383334859235486,"Смілянська вулиця, Чорнобильський куток, Середівка, Згурівська селищна громада, Броварський район, Київська область, 07610, Україна",50.5928544;50.5953743;31.8645148;31.8656461,OpenStreetMap Nominatim
м_Мелітополь_та_Мелітопольська_територіальна_громада,м. Мелітополь та Мелітопольська територіальна громада,air_raid,2,1.042,ok,"Мелітополь, Україна",46.8467267,35.3827281,relation,2318317,,city,0.5686462596570123,"Мелітополь, Мелітопольська міська громада, Мелітопольський район, Запорізька область, 72300-72324, Україна",46.7908855;46.8901502;35.2929685;35.4336895,OpenStreetMap Nominatim
Гостомелська_територіальна_громада,Гостомелська територіальна громада,air_raid,1,1.025,ok,"Гостомелська, Україна",50.5880808,30.2397368,relation,12470388,,administrative,0.38798267658459484,"Гостомельська селищна громада, Бучанський район, Київська область, Україна",50.5327405;50.6435349;30.1783168;30.3415751,OpenStreetMap Nominatim
м_Конотоп_та_Конотопська_територіальна_громада,м. Конотоп та Конотопська територіальна громада,air_raid,2,0.936,ok,"Конотоп, Україна",51.2397495,33.2066750,relation,2822403,,town,0.5283013536013547,"Конотоп, Конотопська міська громада, Конотопський район, Сумська область, 41600-41615, Україна",51.1974386;51.2743154;33.1353694;33.2765597,OpenStreetMap Nominatim
м_Славутич_та_Славутицька_територіальна_громада,м. Славутич та Славутицька територіальна громада,air_raid,1,0.730,ok,"Славутич, Україна",51.5201397,30.7562301,relation,2403390,,town,0.4864076364692148,"Славутич, Славутицька міська громада, Вишгородський район, Київська область, 07101, Україна",51.5091097;51.5531668;30.5857462;30.7893080,OpenStreetMap Nominatim
Цебриківська_територіальна_громада,Цебриківська територіальна громада,air_raid,1,0.685,ok,"Цебриківська, Україна",47.2078018,30.0820239,relation,13639795,,administrative,0.3623846332493779,"Цебриківська селищна громада, Роздільнянський район, Одеська область, Україна",47.0880659;47.3274919;29.9333419;30.1736209,OpenStreetMap Nominatim
м_Сарни_та_Сарненська_територіальна_громада,м. Сарни та Сарненська територіальна громада,air_raid,1,0.643,ok,"Сарни, Україна",51.3350028,26.6171275,relation,2313443,,town,0.4948059991981721,"Сарни, Сарненська міська громада, Сарненський район, Рівненська область, Україна",51.2945618;51.3591434;26.5713051;26.6446423,OpenStreetMap Nominatim
м_Ізюм_та_Ізюмська_територіальна_громада,м. Ізюм та Ізюмська територіальна громада,air_raid,1,0.517,ok,"Ізюм, Україна",49.1913202,37.2784093,relation,11179426,,administrative,0.5618705715036016,"Ізюм, Ізюмська міська громада, Ізюмський район, Харківська область, Україна",49.1465819;49.2612789;37.2237569;37.3373356,OpenStreetMap Nominatim
Волноваська_територіальна_громада,Волноваська територіальна громада,air_raid,1,0.367,ok,"Волноваська територіальна громада, Україна",47.6021227,37.4531453,relation,13284431,,administrative,0.42703896060132607,"Волноваська міська громада, Волноваський район, Донецька область, Україна",47.4874063;47.7169104;37.2450579;37.8165308,OpenStreetMap Nominatim
м_Покров_та_Покровська_територіальна_громада,м. Покров та Покровська територіальна громада,air_raid,1,0.348,ok,"Покров, Україна",47.6546589,34.1149341,relation,2033405,,town,0.4696756360281119,"Покров, Покровська міська громада, Нікопольський район, Дніпропетровська область, 53300-53390, Україна",47.6194785;47.6865545;34.0338959;34.1365107,OpenStreetMap Nominatim
Херсон,Херсон,air_raid,1,0.302,ok,"Херсон, Україна",46.5421715,33.4079326,relation,71022,,administrative,0.6328729671557304,"Херсонська область, Україна",45.7565682;47.6001940;31.1590964;35.4680391,OpenStreetMap Nominatim
Черкаська_територіальна_громада,Черкаська територіальна громада,air_raid,1,0.257,ok,"Черкаська територіальна громада, Україна",50.5915244,31.8592991,way,205606929,,residential,0.053383334859235486,"Черкаська вулиця, Чорнобильський куток, Середівка, Згурівська селищна громада, Броварський район, Київська область, 07610, Україна",50.5888135;50.5942536;31.8580932;31.8605334,OpenStreetMap Nominatim
м_Павлоград_та_Павлоградська_територіальна_громада,м. Павлоград та Павлоградська територіальна громада,air_raid,1,0.254,ok,"Павлоград, Україна",48.5316759,35.8703695,relation,1746879,,city,0.5224139800356353,"Павлоград, Павлоградська міська громада, Павлоградський район, Дніпропетровська область, 51400-51429, Україна",48.4750335;48.5857654;35.7766646;35.9742405,OpenStreetMap Nominatim
м_Синельникове_та_Синельниківська_територіальна_громада,м. Синельникове та Синельниківська територіальна громада,air_raid,1,0.253,ok,"Синельникове, Україна",48.3269304,35.5246984,relation,3099567,,town,0.4808401287993237,"Синельникове, Синельниківська міська громада, Синельниківський район, Дніпропетровська область, 52500-52507, Україна",48.2896476;48.3398361;35.4627012;35.5534283,OpenStreetMap Nominatim
Гребінківська_територіальна_громада,Гребінківська територіальна громада,air_raid,1,0.193,ok,"Гребінківська, Україна",49.9776258,30.2557970,relation,12716878,,administrative,0.35352855872429106,"Гребінківська селищна громада, Білоцерківський район, Київська область, Україна",49.8830356;50.0721182;30.0908500;30.3842702,OpenStreetMap Nominatim
Дубровицька_територіальна_громада,Дубровицька територіальна громада,air_raid,1,0.184,ok,"Дубровицька, Україна",51.5950859,26.6345777,relation,12106279,,administrative,0.35557074529832616,"Дубровицька міська громада, Сарненський район, Рівненська область, Україна",51.4180890;51.7708102;26.1682444;27.0656964,OpenStreetMap Nominatim
