location_slug,location_name,threat_types,interval_count,total_duration_hours,geocode_status,query,latitude,longitude,osm_type,osm_id,place_class,place_type,importance,display_name,boundingbox,source
м_Нікополь_та_Нікопольська_територіальна_громада,м. Нікополь та Нікопольська територіальна громада,air_raid;artillery_shelling,6031,21062.720,ok,"Нікополь, Україна",47.5692061,34.3917272,relation,2318332,,city,0.5420255100167726,"Нікополь, Нікопольська міська громада, Нікопольський район, Дніпропетровська область, 53200-53239, Україна",47.5467412;47.6057135;34.2845609;34.4657153,OpenStreetMap Nominatim
Донецька_область,Донецька область,air_raid,6851,12188.932,ok,"Донецька область, Україна",47.9212914,37.7809825,relation,71973,,administrative,0.674126849640414,"Донецька область, 83000-87999, Україна",46.6876770;49.2339965;36.5419522;39.0914413,OpenStreetMap Nominatim
м_Марганець_та_Марганецька_територіальна_громада,м Марганець та Марганецька територіальна громада,artillery_shelling,1586,10902.157,ok,"Марганець, Україна",47.6490555,34.6491940,relation,2762261,,town,0.4794252209824919,"Марганець, Марганецька міська громада, Нікопольський район, Дніпропетровська область, 53400-53490, Україна",47.6106483;47.6768161;34.5381531;34.6893897,OpenStreetMap Nominatim
Харківська_область,Харківська область,air_raid,6482,8926.324,ok,"Харківська область, Україна",49.8299582,36.3788957,relation,71254,,administrative,0.660878808948466,"Харківська область, Україна",48.5311780;50.4594753;34.8563132;38.0935290,OpenStreetMap Nominatim
Сумська_область,Сумська область,air_raid,4066,7922.384,ok,"Сумська область, Україна",50.7696518,34.3289305,relation,71250,,administrative,0.6535915492507101,"Сумська область, Україна",50.1102415;52.3667139;32.9426042;35.6926624,OpenStreetMap Nominatim
Запорізька_область,Запорізька область,air_raid,6679,7321.038,ok,"Запорізька область, Україна",47.4165079,35.9229690,relation,71980,,administrative,0.6449975749949785,"Запорізька область, Україна",46.1464862;48.1449302;34.1394646;37.2486286,OpenStreetMap Nominatim
Покровська_територіальна_громада,Покровська територіальна громада,air_raid;artillery_shelling,2545,7257.310,ok,"Покровська територіальна громада, Україна",48.2653321,37.1805923,way,220519341,,department_store,5.529640650029782e-05,"Україна, Меморіальна вулиця, Південний мікрорайон, Покровськ, Покровська міська громада, Покровський район, Донецька область, 85300, Україна",48.2651266;48.2655376;37.1802851;37.1808994,OpenStreetMap Nominatim
Синельниківський_район,Синельниківський район,air_raid,1470,6309.016,ok,"Синельниківський район, Україна",48.2395358,36.0605474,relation,1738047,,administrative,0.5148939282501245,"Синельниківський район, Дніпропетровська область, Україна",47.8153599;48.6636476;35.1808447;36.9368344,OpenStreetMap Nominatim
Червоногригорівська_територіальна_громада,Червоногригорівська територіальна громада,artillery_shelling,833,6231.941,ok,"Червоногригорівська, Україна",47.6816365,34.5236882,relation,10808531,,administrative,0.3382445921771202,"Червоногригорівська селищна громада, Нікопольський район, Дніпропетровська область, Україна",47.5252732;47.8372874;34.3474875;34.6708828,OpenStreetMap Nominatim
Дніпропетровська_область,Дніпропетровська область,air_raid,5542,5394.733,ok,"Дніпропетровська область, Україна",48.6625890,34.9501715,relation,101746,,administrative,0.6585527375594266,"Дніпропетровська область, Україна",47.4566155;49.1939422;32.9595518;36.9368344,OpenStreetMap Nominatim
Полтавська_область,Полтавська область,air_raid,3987,5244.818,ok,"Полтавська область, Україна",49.8607809,33.7498787,relation,91294,,administrative,0.6580899050030937,"Полтавська область, Україна",48.7233941;50.5535118;32.0838638;35.4907973,OpenStreetMap Nominatim
Сумський_район,Сумський район,air_raid,1759,4678.068,ok,"Сумський район, Україна",50.8215478,34.7912200,relation,11795528,,administrative,0.514969537880395,"Сумський район, Сумська область, Україна",50.3670125;51.2738226;34.0131884;35.4961851,OpenStreetMap Nominatim
м_Харків_та_Харківська_територіальна_громада,м. Харків та Харківська територіальна громада,air_raid;artillery_shelling,2950,4565.129,ok,"Харків, Україна",49.9923181,36.2310146,relation,3154746,,administrative,0.7136514681582883,"Харків, Харківська міська громада, Харківський район, Харківська область, Україна",49.8784822;50.1047533;36.1055541;36.4554864,OpenStreetMap Nominatim
Чернігівська_область,Чернігівська область,air_raid;artillery_shelling,2505,4270.322,ok,"Чернігівська область, Україна",51.2725930,31.7417235,relation,71249,,administrative,0.6559422931819177,"Чернігівська область, Україна",50.3455646;52.3797464;30.4820663;33.5007160,OpenStreetMap Nominatim
Миколаївська_область,Миколаївська область,air_raid,3675,4199.290,ok,"Миколаївська область, Україна",47.3886032,31.9442334,relation,72635,,administrative,0.6296612298666827,"Миколаївська область, Україна",46.3447972;48.2322044;30.2068714;33.1836885,OpenStreetMap Nominatim
Ізюмський_район,Ізюмський район,air_raid,1747,4023.074,ok,"Ізюмський район, Україна",49.1975781,37.0714174,relation,11804002,,administrative,0.5377388289718177,"Ізюмський район, Харківська область, Україна",48.7460095;49.6497123;36.4289387;37.9584141,OpenStreetMap Nominatim
Кіровоградська_область,Кіровоградська область,air_raid,3339,3868.412,ok,"Кіровоградська область, Україна",48.1916774,31.6902953,relation,101859,,administrative,0.6298053331171416,"Кіровоградська область, Україна",47.7488944;49.2447143;29.7493056;33.8943109,OpenStreetMap Nominatim
Краматорський_район,Краматорський район,air_raid,903,3855.915,ok,"Краматорський район, Україна",48.7476967,37.4275175,relation,11978037,,administrative,0.5173197809178824,"Краматорський район, Донецька область, Україна",48.2613776;49.2339965;36.6893666;38.0985904,OpenStreetMap Nominatim
м_Запоріжжя_та_Запорізька_територіальна_громада,м. Запоріжжя та Запорізька територіальна громада,air_raid,1887,3839.540,ok,"Запоріжжя, Україна",47.8507859,35.1182867,relation,1418311,,city,0.6376594086158589,"Запоріжжя, Запорізька міська громада, Запорізький район, Запорізька область, 69000-69499, Україна",47.7526201;47.9544669;34.9866698;35.3690350,OpenStreetMap Nominatim
Херсонська_область,Херсонська область,air_raid,3569,3779.590,ok,"Херсонська область, Україна",46.5421715,33.4079326,relation,71022,,administrative,0.6328729671557304,"Херсонська область, Україна",45.7565682;47.6001940;31.1590964;35.4680391,OpenStreetMap Nominatim
Шосткинський_район,Шосткинський район,air_raid,1443,3746.763,ok,"Шосткинський район, Україна",51.9046918,33.7202369,relation,11798712,,administrative,0.489042119831733,"Шосткинський район, Сумська область, Україна",51.4425571;52.3667139;33.0785363;34.4404811,OpenStreetMap Nominatim
НовгородСіверський_район,Новгород-Сіверський район,air_raid,1093,3741.756,ok,"Новгород-Сіверський район, Україна",51.8499077,32.9947239,relation,11822257,,administrative,0.4940130006778688,"Новгород-Сіверський район, Чернігівська область, Україна",51.3201732;52.3797464;32.2219254;33.5007160,OpenStreetMap Nominatim
Харківський_район,Харківський район,air_raid,2160,3733.344,ok,"Харківський район, Україна",49.9940733,36.2299778,relation,11803997,,administrative,0.5398397479921635,"Харківський район, Харківська область, Україна",49.5815998;50.4064123;35.6546567;36.7045461,OpenStreetMap Nominatim
Бахмутський_район,Бахмутський район,air_raid,705,3709.791,ok,"Бахмутський район, Україна",48.6497546,38.0225476,relation,11970387,,administrative,0.5280955377998269,"Бахмутський район, Донецька область, Україна",48.2874193;48.9396976;37.7483797;38.3997703,OpenStreetMap Nominatim
Покровський_район,Покровський район,air_raid,672,3682.781,ok,"Покровський район, Україна",48.2039822,37.4461031,relation,11984324,,administrative,0.5289353028320963,"Покровський район, Донецька область, Україна",47.7997840;48.6094194;36.8087751;37.9600409,OpenStreetMap Nominatim
Корюківський_район,Корюківський район,air_raid,1192,3660.015,ok,"Корюківський район, Україна",51.7297727,32.2680013,relation,11809868,,administrative,0.49261058019058124,"Корюківський район, Чернігівська область, Україна",51.3481631;52.1110837;31.6355966;32.8659553,OpenStreetMap Nominatim
Волноваський_район,Волноваський район,air_raid,600,3632.518,ok,"Волноваський район, Україна",47.7161651,37.1578646,relation,11984354,,administrative,0.5222113273701312,"Волноваський район, Донецька область, Україна",47.3328714;48.1002126;36.5419522;37.9642704,OpenStreetMap Nominatim
Маріупольський_район,Маріупольський район,air_raid,582,3623.312,ok,"Маріупольський район, Україна",47.1676099,37.4026920,relation,11958110,,administrative,0.4942553661350349,"Маріупольський район, Донецька область, Україна",46.8665310;47.4686008;36.8547708;37.8847752,OpenStreetMap Nominatim
Донецький_район,Донецький район,air_raid,580,3620.286,ok,"Донецький район, Україна",47.9076011,38.2070319,relation,17937787,,administrative,0.4959272653039808,"Донецький район, Донецька область, Україна",47.6167755;48.1982358;37.5254345;38.8432118,OpenStreetMap Nominatim
Кальміуський_район,Кальміуський район,air_raid,579,3619.622,ok,"Кальміуський район, Україна",47.4729328,38.0970005,relation,17937854,,administrative,0.49415160503467365,"Кальміуський район, Донецька область, Україна",47.0222559;47.9237567;37.5091428;38.3579999,OpenStreetMap Nominatim
Горлівський_район,Горлівський район,air_raid,579,3619.599,ok,"Горлівський район, Україна",48.1719555,38.3761575,relation,17937670,,administrative,0.4909961056437225,"Горлівський район, Донецька область, Україна",47.8654397;48.4784193;37.8857329;39.0914413,OpenStreetMap Nominatim
Купянський_район,Куп’янський район,air_raid,1709,3591.781,ok,"Куп’янський район, Україна",49.8814105,37.6177087,relation,11804001,,administrative,0.5408484982619222,"Куп’янський район, Харківська область, Україна",49.4316111;50.3335198;36.9645446;38.0935290,OpenStreetMap Nominatim
Пологівський_район,Пологівський район,air_raid,1161,3560.942,ok,"Пологівський район, Україна",47.4240821,36.4483018,relation,11857109,,administrative,0.5001033752009346,"Пологівський район, Запорізька область, Україна",46.9872432;47.8508377;35.4503485;37.2486286,OpenStreetMap Nominatim
Бердянський_район,Бердянський район,air_raid,1154,3553.973,ok,"Бердянський район, Україна",46.9120891,36.5440609,relation,11857351,,administrative,0.47381736203160657,"Бердянський район, Запорізька область, Україна",46.4857292;47.3416400;35.8332271;37.1411334,OpenStreetMap Nominatim
Запорізький_район,Запорізький район,air_raid,1160,3552.961,ok,"Запорізький район, Україна",47.8247608,35.3400244,relation,11857100,,administrative,0.5049454565513362,"Запорізький район, Запорізька область, Україна",47.5047073;48.1449302;34.8019738;36.2069202,OpenStreetMap Nominatim
Василівський_район,Василівський район,air_raid,1153,3546.598,ok,"Василівський район, Україна",47.3705619,34.9357658,relation,11872898,,administrative,0.4711675122514022,"Василівський район, Запорізька область, Україна",47.0777749;47.6777461;34.1394646;35.6824906,OpenStreetMap Nominatim
Мелітопольський_район,Мелітопольський район,air_raid,1152,3546.109,ok,"Мелітопольський район, Україна",46.7331394,35.3124202,relation,11872881,,administrative,0.49921233378041,"Мелітопольський район, Запорізька область, Україна",46.2631471;47.2029090;34.5167816;36.1440619,OpenStreetMap Nominatim
Конотопський_район,Конотопський район,air_raid,1509,3460.128,ok,"Конотопський район, Україна",51.3383683,33.6817402,relation,11798645,,administrative,0.5015723249274597,"Конотопський район, Сумська область, Україна",50.9587238;51.7180098;32.9426042;34.3387985,OpenStreetMap Nominatim
Богодухівський_район,Богодухівський район,air_raid,1742,3397.402,ok,"Богодухівський район, Україна",50.0481828,35.3659782,relation,11803996,,administrative,0.5412207006978069,"Богодухівський район, Харківська область, Україна",49.6458123;50.4512366;34.8563132;36.1769618,OpenStreetMap Nominatim
Київська_область,Київська область,air_raid,1940,3298.902,ok,"Київська область, Україна",50.1785950,30.4924884,relation,71248,,administrative,0.6705525715837144,"Київська область, Україна",49.1786197;51.5531668;29.2675489;32.1610264,OpenStreetMap Nominatim
Чугуївський_район,Чугуївський район,air_raid,1771,3228.815,ok,"Чугуївський район, Україна",49.9590995,36.8900622,relation,11803999,,administrative,0.5357519256854737,"Чугуївський район, Харківська область, Україна",49.4587431;50.4594753;35.9670623;37.5354357,OpenStreetMap Nominatim
Павлоградський_район,Павлоградський район,air_raid,1423,2874.414,ok,"Павлоградський район, Україна",48.6426211,35.9118440,relation,1738040,,administrative,0.476861836423337,"Павлоградський район, Дніпропетровська область, Україна",48.2859566;48.9990133;35.5201511;36.3194280,OpenStreetMap Nominatim
Охтирський_район,Охтирський район,air_raid,1389,2834.266,ok,"Охтирський район, Україна",50.4320322,35.0469765,relation,11795830,,administrative,0.48847835278521046,"Охтирський район, Сумська область, Україна",50.1102415;50.7536018;34.3767901;35.6926624,OpenStreetMap Nominatim
Черкаська_область,Черкаська область,air_raid,2452,2821.986,ok,"Черкаська область, Україна",49.1460165,31.2271744,relation,91278,,administrative,0.6403132053806465,"Черкаська область, Україна",48.4519816;50.2286322;29.6060329;32.8961836,OpenStreetMap Nominatim
Чернігівський_район,Чернігівський район,air_raid,1206,2810.011,ok,"Чернігівський район, Україна",51.4385146,31.2062763,relation,11807410,,administrative,0.5199163997035715,"Чернігівський район, Чернігівська область, Україна",50.7324776;52.1434633;30.4820663;32.0285426,OpenStreetMap Nominatim
Лозівський_район,Лозівський район,air_raid,1381,2734.707,ok,"Лозівський район, Україна",49.0365215,36.3699400,relation,11804000,,administrative,0.5320937601963287,"Лозівський район, Харківська область, Україна",48.5311780;49.5425546;35.9399698;36.8097274,OpenStreetMap Nominatim
м_Київ,м. Київ,air_raid,2073,2452.072,ok,"м. Київ, Україна",50.3672972,30.9154123,node,6502482797,,government,5.000152590214416e-05,"ДАП ""Україна"", 2, вулиця Київський Шлях, Аеропортівський, Бориспіль, Бориспільська міська громада, Бориспільський район, Київська область, 08303, Україна",50.3672472;50.3673472;30.9153623;30.9154623,OpenStreetMap Nominatim
Одеська_область,Одеська область,air_raid,2385,2376.652,ok,"Одеська область, Україна",46.1147226,29.9567193,relation,72634,,administrative,0.6551176870201505,"Одеська область, Україна",45.0531988;48.2332855;28.2139355;31.3049776,OpenStreetMap Nominatim
Ніжинський_район,Ніжинський район,air_raid,1144,2360.115,ok,"Ніжинський район, Україна",50.9814575,31.7304170,relation,11822411,,administrative,0.5145652740402702,"Ніжинський район, Чернігівська область, Україна",50.5003676;51.4627134;31.1647196;33.0850758,OpenStreetMap Nominatim
Житомирська_область,Житомирська область,air_raid,1460,2289.488,ok,"Житомирська область, Україна",50.9080532,28.3867504,relation,71245,,administrative,0.6579311124975138,"Житомирська область, Україна",49.5836448;51.6811359;27.1864173;29.7352238,OpenStreetMap Nominatim
Нікопольський_район,Нікопольський район,air_raid,1216,2119.187,ok,"Нікопольський район, Україна",47.7506636,34.4912406,relation,1738037,,administrative,0.4890046859729573,"Нікопольський район, Дніпропетровська область, Україна",47.4746386;48.0265411;33.9272618;34.9655262,OpenStreetMap Nominatim
Роменський_район,Роменський район,air_raid,1086,2052.149,ok,"Роменський район, Україна",50.7647804,33.6763294,relation,11798623,,administrative,0.49342063745846637,"Роменський район, Сумська область, Україна",50.4584968;51.0710169;33.0490000;34.2477793,OpenStreetMap Nominatim
Полтавський_район,Полтавський район,air_raid,1263,1988.752,ok,"Полтавський район, Україна",49.5454739,34.5568252,relation,11823489,,administrative,0.521781434602205,"Полтавський район, Полтавська область, Україна",48.7233941;50.3614103;33.6675166;35.4907973,OpenStreetMap Nominatim
Вінницька_область,Вінницька область,air_raid,1477,1969.489,ok,"Вінницька область, Україна",48.8990315,28.5160680,relation,90726,,administrative,0.6567335182846158,"Вінницька область, Україна",48.0654742;49.8890807;27.3716586;30.0207736,OpenStreetMap Nominatim
Красноградський_район,Красноградський район,air_raid,1180,1872.526,ok,"Красноградський район, Україна",49.3168261,35.6553118,relation,11803998,,administrative,0.5263829964073409,"Берестинський район, Харківська область, Україна",48.9271799;49.7063421;34.9803734;36.2716821,OpenStreetMap Nominatim
Мирівська_територіальна_громада,Мирівська територіальна громада,air_raid;artillery_shelling,311,1829.895,ok,"Мирівська, Україна",47.6822425,34.7962385,relation,11944745,,administrative,0.33935777253266924,"Мирівська сільська громада, Нікопольський район, Дніпропетровська область, Україна",47.5551571;47.8092745;34.6121172;34.9593437,OpenStreetMap Nominatim
Дніпровський_район,Дніпровський район,air_raid,1294,1824.195,ok,"Дніпровський район, Україна",48.5204464,34.9683798,relation,1738025,,administrative,0.49853600555816646,"Дніпровський район, Дніпропетровська область, Україна",47.9188159;49.1228995;34.1853239;35.3139399,OpenStreetMap Nominatim
Криворізький_район,Криворізький район,air_raid,1213,1732.357,ok,"Криворізький район, Україна",47.8877981,33.5456276,relation,1738028,,administrative,0.5059359906300029,"Криворізький район, Дніпропетровська область, Україна",47.4566155;48.3185181;32.9595518;34.2378723,OpenStreetMap Nominatim
Новомосковський_район,Новомосковський район,air_raid,1037,1645.230,ok,"Новомосковський район, Україна",48.8092517,35.2881431,relation,1738036,,administrative,0.4697259166710002,"Самарівський район, Дніпропетровська область, Україна",48.4243572;49.1939422;34.6233106;35.8186269,OpenStreetMap Nominatim
Золотоніський_район,Золотоніський район,air_raid,809,1577.520,ok,"Золотоніський район, Україна",49.7739881,32.1258903,relation,1739132,,administrative,0.48491019439931043,"Золотоніський район, Черкаська область, Україна",49.3192262;50.2286322;31.6402963;32.7558946,OpenStreetMap Nominatim
Черкаський_район,Черкаський район,air_raid,810,1570.900,ok,"Черкаський район, Україна",49.4361742,31.7602711,relation,11920395,,administrative,0.5047690905538733,"Черкаський район, Черкаська область, Україна",48.8801156;49.9928543;31.0626599;32.8961836,OpenStreetMap Nominatim
Миргородський_район,Миргородський район,air_raid,1103,1501.638,ok,"Миргородський район, Україна",50.0323291,33.7921430,relation,11839126,,administrative,0.4959272653039808,"Миргородський район, Полтавська область, Україна",49.5107007;50.5535118;32.9326354;34.3909906,OpenStreetMap Nominatim
Прилуцький_район,Прилуцький район,air_raid,859,1501.437,ok,"Прилуцький район, Україна",50.7146825,32.5991597,relation,11822577,,administrative,0.5101897542530535,"Прилуцький район, Чернігівська область, Україна",50.3455646;51.0837817;31.8587741;33.2402392,OpenStreetMap Nominatim
Хмельницька_область,Хмельницька область,air_raid,1029,1414.368,ok,"Хмельницька область, Україна",49.2686240,27.0635998,relation,90742,,administrative,0.6506824478486102,"Хмельницька область, Україна",48.4510834;50.5947282;26.1327293;27.8983712,OpenStreetMap Nominatim
Камянський_район,Кам’янський район,air_raid,987,1365.712,ok,"Кам’янський район, Україна",48.4812910,34.1160828,relation,11945945,,administrative,0.47663608461708423,"Кам'янський район, Дніпропетровська область, Україна",48.0563851;48.9019481;33.4597453;34.7716041,OpenStreetMap Nominatim
Бериславський_район,Бериславський район,air_raid,906,1304.444,ok,"Бериславський район, Україна",47.1710647,33.4042631,relation,11874322,,administrative,0.48802381862418537,"Бериславський район, Херсонська область, Україна",46.7422679;47.6001940;32.9068393;34.0174719,OpenStreetMap Nominatim
Лубенський_район,Лубенський район,air_raid,978,1146.752,ok,"Лубенський район, Україна",50.0220954,32.8483705,relation,11835233,,administrative,0.498048601665106,"Лубенський район, Полтавська область, Україна",49.6131634;50.4306551;32.0838638;33.5811736,OpenStreetMap Nominatim
Звенигородський_район,Звенигородський район,air_raid,656,1090.836,ok,"Звенигородський район, Україна",49.1022969,31.0738727,relation,11954459,,administrative,0.24005000152590217,"Звенигородський район, Черкаська область, Україна",48.7191185;49.4862541;30.3913661;31.7699499,OpenStreetMap Nominatim
Херсонський_район,Херсонський район,air_raid,802,1077.396,ok,"Херсонський район, Україна",46.6355225,32.5341741,relation,11874245,,administrative,0.46520035607916294,"Херсонський район, Херсонська область, Україна",46.2658498;47.0031886;31.9274710;33.4357803,OpenStreetMap Nominatim
Рівненська_область,Рівненська область,air_raid,888,1050.227,ok,"Рівненська область, Україна",51.2074112,26.5208033,relation,71236,,administrative,0.6345576775960863,"Рівненська область, Україна",50.0040426;51.9500660;25.0841286;27.7346382,OpenStreetMap Nominatim
Кременчуцький_район,Кременчуцький район,air_raid,894,1047.202,ok,"Кременчуцький район, Україна",49.3454009,33.2229663,relation,11823799,,administrative,0.4949429371135009,"Кременчуцький район, Полтавська область, Україна",48.8797495;49.8084022;32.4617873;34.1006621,OpenStreetMap Nominatim
Вишгородський_район,Вишгородський район,air_raid,652,1045.006,ok,"Вишгородський район, Україна",51.0362007,29.9910115,relation,11892210,,administrative,0.505646209032672,"Вишгородський район, Київська область, Україна",50.5403368;51.5531668;29.2675489;30.7893080,OpenStreetMap Nominatim
Тернопільська_область,Тернопільська область,air_raid,836,974.116,ok,"Тернопільська область, Україна",49.6630002,25.6167516,relation,72525,,administrative,0.6625931784904502,"Тернопільська область, Україна",48.5074845;50.2668879;24.7161724;26.4436300,OpenStreetMap Nominatim
Уманський_район,Уманський район,air_raid,607,963.828,ok,"Уманський район, Україна",48.8935207,30.0828794,relation,11954138,,administrative,0.4855053866281575,"Уманський район, Черкаська область, Україна",48.4519816;49.3349767;29.6060329;30.6110338,OpenStreetMap Nominatim
Миколаївський_район,Миколаївський район,air_raid,952,927.674,ok,"Миколаївський район, Україна",46.9625824,31.7800240,relation,1738977,,administrative,0.4784206782562245,"Миколаївський район, Миколаївська область, Україна",46.3447972;47.5803103;31.0173839;32.6165065,OpenStreetMap Nominatim
Чернівецька_область,Чернівецька область,air_raid,745,876.642,ok,"Чернівецька область, Україна",48.3810791,26.1081673,relation,72526,,administrative,0.6167741959058326,"Чернівецька область, Україна",47.7250583;48.6757227;24.9084553;27.5342699,OpenStreetMap Nominatim
Олександрійський_район,Олександрійський район,air_raid,728,863.965,ok,"Олександрійський район, Україна",48.6694606,33.2848908,relation,11839919,,administrative,0.484670594616894,"Олександрійський район, Кіровоградська область, Україна",48.1018877;49.2447143;32.7333299;33.8943109,OpenStreetMap Nominatim
Волинська_область,Волинська область,air_raid,796,857.643,ok,"Волинська область, Україна",51.5451167,24.6627893,relation,71064,,administrative,0.6414732074948446,"Волинська область, Україна",50.2872511;51.9692650;23.6053661;26.1072604,OpenStreetMap Nominatim
Броварський_район,Броварський район,air_raid,621,850.353,ok,"Броварський район, Україна",50.4739896,31.5360893,relation,11900969,,administrative,0.4880618171945261,"Броварський район, Київська область, Україна",50.1618621;50.7861293;30.5304265;32.1019241,OpenStreetMap Nominatim
Кропивницький_район,Кропивницький район,air_raid,732,842.859,ok,"Кропивницький район, Україна",48.4162130,32.5014999,relation,11851422,,administrative,0.5197527025146059,"Кропивницький район, Кіровоградська область, Україна",47.7488944;49.0845548;31.7290654;33.2369113,OpenStreetMap Nominatim
ІваноФранківська_область,Івано-Франківська область,air_raid,738,821.954,ok,"Івано-Франківська область, Україна",48.7481718,24.5207477,relation,72488,,administrative,0.6493238205992492,"Івано-Франківська область, Україна",47.7243679;49.5477701;23.5470764;25.6530995,OpenStreetMap Nominatim
Львівська_область,Львівська область,air_raid,743,810.342,ok,"Львівська область, Україна",49.6512234,23.8266948,relation,72380,,administrative,0.6813390417459249,"Львівська область, Україна",48.7182803;50.6489605;22.6408214;25.4270223,OpenStreetMap Nominatim
Одеський_район,Одеський район,air_raid,866,797.497,ok,"Одеський район, Україна",46.5334679,30.3213673,relation,11883402,,administrative,0.49565720086294657,"Одеський район, Одеська область, Україна",46.1123670;46.9540271;29.8759653;31.1971883,OpenStreetMap Nominatim
Баштанський_район,Баштанський район,air_raid,691,760.090,ok,"Баштанський район, Україна",47.4331746,32.5541105,relation,1738966,,administrative,0.490485597781388,"Баштанський район, Миколаївська область, Україна",46.8205950;48.0484699;32.0486761;33.1836885,OpenStreetMap Nominatim
Бориспільський_район,Бориспільський район,air_raid,562,755.691,ok,"Бориспільський район, Україна",50.1631027,31.0949361,relation,11900985,,administrative,0.4885538027176859,"Бориспільський район, Київська область, Україна",49.8433268;50.4829489;30.6113333;32.1610264,OpenStreetMap Nominatim
Закарпатська_область,Закарпатська область,air_raid,663,701.651,ok,"Закарпатська область, Україна",48.2953664,23.4466092,relation,72489,,administrative,0.644144617619211,"Закарпатська область, Україна",47.8968940;49.0973238;22.1370590;24.6274681,OpenStreetMap Nominatim
БілгородДністровський_район,Білгород-Дністровський район,air_raid,647,695.359,ok,"Білгород-Дністровський район, Україна",46.0138179,29.9732420,relation,11883401,,administrative,0.4922908535955227,"Білгород-Дністровський район, Одеська область, Україна",45.5291955;46.4986546;29.3154626;30.5652364,OpenStreetMap Nominatim
Болградський_район,Болградський район,air_raid,645,694.098,ok,"Болградський район, Україна",46.0110562,29.2694744,relation,11884966,,administrative,0.4916466792136186,"Болградський район, Одеська область, Україна",45.4583772;46.5582865;28.4808577;29.6255944,OpenStreetMap Nominatim
Ізмаїльський_район,Ізмаїльський район,air_raid,645,693.860,ok,"Ізмаїльський район, Україна",45.5068979,29.1975076,relation,11821462,,administrative,0.4804572665154754,"Ізмаїльський район, Одеська область, Україна",45.2002643;45.8133408;28.2139355;30.2075328,OpenStreetMap Nominatim
м_Вознесенськ_та_Вознесенська_територіальна_громада,м. Вознесенськ та Вознесенська територіальна громада,air_raid,628,684.162,ok,"Вознесенськ, Україна",47.5679582,31.3338636,relation,3578080,,town,0.5115307211293029,"Вознесенськ, Вознесенська міська громада, Вознесенський район, Миколаївська область, 56500, Україна",47.5413329;47.6296008;31.2518227;31.3732881,OpenStreetMap Nominatim
Новоукраїнський_район,Новоукраїнський район,air_raid,600,635.016,ok,"Новоукраїнський район, Україна",48.5003433,31.3766601,relation,11851449,,administrative,0.4908506518712273,"Новоукраїнський район, Кіровоградська область, Україна",48.0502899;48.9496396;30.8079111;32.0739738,OpenStreetMap Nominatim
Бучанський_район,Бучанський район,air_raid,467,621.654,ok,"Бучанський район, Україна",50.5449137,29.8986825,relation,11913603,,administrative,0.48578130261799346,"Бучанський район, Київська область, Україна",50.2954722;50.7945430;29.4424519;30.4425788,OpenStreetMap Nominatim
Обухівський_район,Обухівський район,air_raid,473,620.000,ok,"Обухівський район, Україна",49.8792055,30.9335568,relation,11909246,,administrative,0.49898766620451795,"Обухівський район, Київська область, Україна",49.4182620;50.3404617;30.1968804;31.3801579,OpenStreetMap Nominatim
Кривоозерська_територіальна_громада,Кривоозерська територіальна громада,air_raid,639,596.163,ok,"Кривоозерська, Україна",47.9922184,30.4286473,relation,11837199,,administrative,0.2763378134411431,"Кривоозерська селищна громада, Первомайський район, Миколаївська область, Україна",47.8096397;48.1750467;30.2068714;30.6844792,OpenStreetMap Nominatim
Коростенський_район,Коростенський район,air_raid,328,576.470,ok,"Коростенський район, Україна",51.1623642,28.3447957,relation,11809205,,administrative,0.5195651176125793,"Коростенський район, Житомирська область, Україна",50.6424708;51.6811359;27.3334329;29.5851253,OpenStreetMap Nominatim
Голованівський_район,Голованівський район,air_raid,557,563.897,ok,"Голованівський район, Україна",48.4561282,30.4679377,relation,11851465,,administrative,0.47618223294525125,"Голованівський район, Кіровоградська область, Україна",48.1400216;48.7722380;29.7493056;31.2666191,OpenStreetMap Nominatim
Білоцерківський_район,Білоцерківський район,air_raid,397,523.700,ok,"Білоцерківський район, Україна",49.6479344,30.1050008,relation,11913383,,administrative,0.5109440756140949,"Білоцерківський район, Київська область, Україна",49.1786197;50.1171728;29.4351659;30.9370145,OpenStreetMap Nominatim
Фастівський_район,Фастівський район,air_raid,414,508.935,ok,"Фастівський район, Україна",50.1405425,29.9425470,relation,11913464,,administrative,0.48514892079054583,"Фастівський район, Київська область, Україна",49.8710994;50.4100969;29.6271860;30.4745829,OpenStreetMap Nominatim
